Gene stable ID,Gene name,Human gene name,Human gene stable ID,Human homology type,"Human orthology confidence [0 low, 1 high]",Human Gene-order conservation score
ENSDARG00000038363,drd4a,DRD4,ENSG00000069696,ortholog_one2many,0,25
ENSDARG00000010472,ATP1A2,ATP1A2,ENSG00000018625,ortholog_one2one,1,0
ENSDARG00000040643,ccr10,CCR10,ENSG00000184451,ortholog_one2one,0,0
ENSDARG00000075673,ARHGAP21,ARHGAP21,ENSG00000107863,ortholog_one2many,1,50
ENSDARG00000017422,APMAP,APMAP,ENSG00000101474,ortholog_one2one,1,0
ENSDARG00000095804,si:ch211-14c17.4,,,,,
ENSDARG00000077318,si:ch211-14g13.5p,,,,,
ENSDARG00000097032,si:ch211-256a21.4,,,,,
ENSDARG00000092535,si:dkey-242h9.5,,,,,
ENSDARG00000096638,si:dkeyp-93h6.4,,,,,
ENSDARG00000063390,pvrl2l,NECTIN2,ENSG00000130202,ortholog_many2many,0,0
ENSDARG00000063390,pvrl2l,NCR3,ENSG00000204475,ortholog_many2many,0,0
ENSDARG00000063390,pvrl2l,PVR,ENSG00000073008,ortholog_many2many,0,0
ENSDARG00000063390,pvrl2l,TIGIT,ENSG00000181847,ortholog_many2many,0,0
ENSDARG00000026403,HEPH,HEPH,ENSG00000089472,ortholog_one2one,1,0
ENSDARG00000062108,IFFO1,IFFO1,ENSG00000010295,ortholog_one2many,1,25
ENSDARG00000076830,si:dkey-65b12.6,FCGBP,ENSG00000275395,ortholog_one2many,0,0
ENSDARG00000042726,GRB7,GRB7,ENSG00000141738,ortholog_one2one,1,0
ENSDARG00000075030,stx10,,,,,
ENSDARG00000103155,EXT1,EXT1,ENSG00000182197,ortholog_one2many,1,0
ENSDARG00000019235,sema3aa,,,,,
ENSDARG00000075952,mbd2,MBD2,ENSG00000134046,ortholog_one2one,0,0
ENSDARG00000055472,NUBP1,NUBP1,ENSG00000103274,ortholog_one2one,1,100
ENSDARG00000088293,DOC2B,DOC2B,ENSG00000272636,ortholog_one2one,1,0
ENSDARG00000101050,TMC8,TMC8,ENSG00000167895,ortholog_one2one,1,50
ENSDARG00000097953,si:ch211-277g23.5,,,,,
ENSDARG00000030867,opn7c,,,,,
ENSDARG00000053383,RPRM,RPRM,ENSG00000177519,ortholog_one2many,1,100
ENSDARG00000056921,ANKK1,ANKK1,ENSG00000170209,ortholog_one2one,1,25
ENSDARG00000042057,TRMT1L,TRMT1L,ENSG00000121486,ortholog_one2one,1,75
ENSDARG00000105459,H3C15,H3C15,ENSG00000203852,ortholog_one2one,1,0
ENSDARG00000100906,si:dkey-23a13.20,H2AX,ENSG00000188486,ortholog_one2one,0,0
ENSDARG00000088764,lyplal1,LYPLAL1,ENSG00000143353,ortholog_one2one,0,25
ENSDARG00000033754,rbm48,RBM48,ENSG00000127993,ortholog_one2one,0,0
ENSDARG00000002184,IGBP1C,IGBP1C,ENSG00000266826,ortholog_one2many,1,0
ENSDARG00000002184,IGBP1C,IGBP1,ENSG00000089289,ortholog_one2many,1,50
ENSDARG00000093450,,,,,,
ENSDARG00000015681,GSK3A,GSK3A,ENSG00000105723,ortholog_one2many,1,50
ENSDARG00000092078,si:ch211-267e7.22,,,,,
ENSDARG00000105359,si:ch1073-159d7.4,,,,,
ENSDARG00000079665,GPR158,GPR158,ENSG00000151025,ortholog_one2many,1,50
ENSDARG00000021702,pdcd4a,,,,,
ENSDARG00000096968,si:ch211-201m7.7,,,,,
ENSDARG00000070846,DAZAP1,DAZAP1,ENSG00000071626,ortholog_one2many,1,75
ENSDARG00000070507,TRPC4,TRPC4,ENSG00000133107,ortholog_one2many,1,50
ENSDARG00000009754,zc3h11a,ZC3H11C,ENSG00000214558,ortholog_one2many,0,0
ENSDARG00000009754,zc3h11a,ZC3H11A,ENSG00000058673,ortholog_one2many,0,0
ENSDARG00000009754,zc3h11a,C12orf50,ENSG00000165805,ortholog_one2many,0,0
ENSDARG00000009754,zc3h11a,ZC3H11B,ENSG00000215817,ortholog_one2many,0,0
ENSDARG00000077124,brsk1a,,,,,
ENSDARG00000101124,si:dkey-161f11.2,,,,,
ENSDARG00000067828,olfce1,,,,,
ENSDARG00000004184,NF1,NF1,ENSG00000196712,ortholog_one2many,1,25
ENSDARG00000063155,DCAF12,DCAF12,ENSG00000198876,ortholog_one2one,1,25
ENSDARG00000096606,si:ch73-94k4.4,,,,,
ENSDARG00000033444,map4k6,,,,,
ENSDARG00000088861,znf1021,,,,,
ENSDARG00000079453,ATP8B4,ATP8B4,ENSG00000104043,ortholog_one2one,1,0
ENSDARG00000042825,rnf169,RNF169,ENSG00000166439,ortholog_one2one,0,25
ENSDARG00000100423,,,,,,
ENSDARG00000060036,AIMP1,AIMP1,ENSG00000164022,ortholog_one2many,1,75
ENSDARG00000020926,creb3l3l,CREB3,ENSG00000107175,ortholog_one2one,0,0
ENSDARG00000104656,si:dkeyp-97a10.3,VSTM5,ENSG00000214376,ortholog_one2one,0,0
ENSDARG00000091901,si:dkey-25c4.1,,,,,
ENSDARG00000019098,CD82,CD82,ENSG00000085117,ortholog_one2many,1,50
ENSDARG00000016897,fbxo15,FBXO15,ENSG00000141665,ortholog_one2many,0,25
ENSDARG00000037962,PSMB7,PSMB7,ENSG00000136930,ortholog_one2one,1,100
ENSDARG00000096996,si:dkey-117j14.7,,,,,
ENSDARG00000003533,COL8A1,COL8A1,ENSG00000144810,ortholog_one2one,1,0
ENSDARG00000015566,DNMT3A,DNMT3A,ENSG00000119772,ortholog_one2many,1,50
ENSDARG00000115281,si:dkey-108k21.23,,,,,
ENSDARG00000114405,zgc:194989,,,,,
ENSDARG00000020788,sla2b,SLA2,ENSG00000101082,ortholog_one2many,0,25
ENSDARG00000098428,asic1c,,,,,
ENSDARG00000097460,si:zfos-1537b9.2,,,,,
ENSDARG00000069245,MATN3,MATN3,ENSG00000132031,ortholog_one2many,1,50
ENSDARG00000004597,LRRC4B,LRRC4B,ENSG00000131409,ortholog_one2many,1,50
ENSDARG00000009350,ATG3,ATG3,ENSG00000144848,ortholog_one2one,1,0
ENSDARG00000010956,SH3GLB1,SH3GLB1,ENSG00000097033,ortholog_one2many,1,0
ENSDARG00000098260,si:dkeyp-85h7.1,,,,,
ENSDARG00000099535,pcdha8l,,,,,
ENSDARG00000100139,si:ch211-113d22.2,,,,,
ENSDARG00000076966,pagr1,PAGR1,ENSG00000280789,ortholog_one2one,0,0
ENSDARG00000042252,EIF4H,EIF4H,ENSG00000106682,ortholog_one2one,1,0
ENSDARG00000042151,SKI,SKI,ENSG00000157933,ortholog_one2one,1,25
ENSDARG00000018898,zfand5a,,,,,
ENSDARG00000004274,zgc:112496,,,,,
ENSDARG00000018008,mdh1b,MDH1B,ENSG00000138400,ortholog_one2one,0,25
ENSDARG00000103802,btbd8,,,,,
ENSDARG00000052164,ZNF507,ZNF507,ENSG00000168813,ortholog_one2one,1,75
ENSDARG00000071548,JOSD1,JOSD1,ENSG00000100221,ortholog_one2one,1,0
ENSDARG00000046141,zgc:162025,C12orf43,ENSG00000157895,ortholog_one2one,0,0
ENSDARG00000036080,CD81,CD81,ENSG00000110651,ortholog_one2many,1,0
ENSDARG00000041802,RNF141,RNF141,ENSG00000110315,ortholog_one2one,1,75
ENSDARG00000096747,si:ch211-260g14.9,,,,,
ENSDARG00000071679,mydgf,MYDGF,ENSG00000074842,ortholog_one2one,0,25
ENSDARG00000079438,PKP3,PKP3,ENSG00000184363,ortholog_one2many,1,25
ENSDARG00000086457,TNFAIP8L1,TNFAIP8L1,ENSG00000185361,ortholog_one2one,1,25
ENSDARG00000032552,MARCHF5,MARCHF5,ENSG00000198060,ortholog_one2one,1,75
ENSDARG00000097736,si:ch211-137o16.8,,,,,
ENSDARG00000101910,pcdh20l,,,,,
ENSDARG00000058815,ihhb,DHH,ENSG00000139549,ortholog_many2many,0,0
ENSDARG00000013076,BMI1,BMI1,ENSG00000168283,ortholog_one2many,1,50
ENSDARG00000044626,CCDC90B,CCDC90B,ENSG00000137500,ortholog_one2one,1,0
ENSDARG00000015862,RPL5,RPL5,ENSG00000122406,ortholog_one2many,1,75
ENSDARG00000096017,si:dkeyp-98a7.2p,,,,,
ENSDARG00000014790,G3BP2,G3BP2,ENSG00000138757,ortholog_one2many,1,0
ENSDARG00000071396,timm23a,TIMM23,ENSG00000265354,ortholog_many2many,1,0
ENSDARG00000071396,timm23a,TIMM23B,ENSG00000204152,ortholog_many2many,0,0
ENSDARG00000061791,NYX,NYX,ENSG00000188937,ortholog_one2one,1,100
ENSDARG00000068993,zgc:153631,,,,,
ENSDARG00000075072,RPAP1,RPAP1,ENSG00000103932,ortholog_one2one,1,0
ENSDARG00000097687,si:dkeyp-98f5.2,,,,,
ENSDARG00000056531,NUTF2,NUTF2,ENSG00000102898,ortholog_one2one,1,50
ENSDARG00000011240,IFT46,IFT46,ENSG00000118096,ortholog_one2one,1,0
ENSDARG00000061185,NAA60,NAA60,ENSG00000122390,ortholog_one2one,1,0
ENSDARG00000095132,si:dkey-51d8.2,,,,,
ENSDARG00000059423,prune2,,,,,
ENSDARG00000036787,tap2a,,,,,
ENSDARG00000079221,si:ch211-162k9.6,,,,,
ENSDARG00000045857,CEBPZ,CEBPZ,ENSG00000115816,ortholog_one2many,1,25
ENSDARG00000094301,si:ch211-153i8.1,,,,,
ENSDARG00000114873,traj25,,,,,
ENSDARG00000103707,traj59,,,,,
ENSDARG00000097437,si:dkey-221l4.12,,,,,
ENSDARG00000077299,YARS2,YARS2,ENSG00000139131,ortholog_one2one,1,0
ENSDARG00000115333,traj49,,,,,
ENSDARG00000115584,traj29,,,,,
ENSDARG00000033134,NDUFAF7,NDUFAF7,ENSG00000003509,ortholog_one2one,1,25
ENSDARG00000004433,BTK,BTK,ENSG00000010671,ortholog_one2one,1,25
ENSDARG00000002994,itpkca,ITPKC,ENSG00000086544,ortholog_one2many,0,0
ENSDARG00000022177,DDX59,DDX59,ENSG00000118197,ortholog_one2one,1,50
ENSDARG00000036382,ponzr6,,,,,
ENSDARG00000030311,TMC2,TMC2,ENSG00000149488,ortholog_one2many,1,0
ENSDARG00000003420,CHRNA5,CHRNA5,ENSG00000169684,ortholog_one2one,1,0
ENSDARG00000060124,TIMM17B,TIMM17B,ENSG00000126768,ortholog_one2one,1,0
ENSDARG00000045874,YEATS4,YEATS4,ENSG00000127337,ortholog_one2one,1,25
ENSDARG00000075666,tsc22d3,,,,,
ENSDARG00000044895,FMOD,FMOD,ENSG00000122176,ortholog_one2many,1,25
ENSDARG00000041546,GYPC,GYPC,ENSG00000136732,ortholog_one2one,1,0
ENSDARG00000045691,ZCRB1,ZCRB1,ENSG00000139168,ortholog_one2one,1,75
ENSDARG00000098652,PCDH11X,PCDH11X,ENSG00000102290,ortholog_one2many,1,0
ENSDARG00000098652,PCDH11X,PCDH11Y,ENSG00000099715,ortholog_one2many,1,0
ENSDARG00000100468,znf1182,,,,,
ENSDARG00000101459,si:dkey-279j5.1,,,,,
ENSDARG00000017675,UTP4,UTP4,ENSG00000141076,ortholog_one2one,1,0
ENSDARG00000089513,si:ch211-198e20.10,,,,,
ENSDARG00000096118,OST4,OST4,ENSG00000228474,ortholog_one2one,1,50
ENSDARG00000087814,MFRP,MFRP,ENSG00000235718,ortholog_one2one,1,0
ENSDARG00000101715,ARSG,ARSG,ENSG00000141337,ortholog_one2many,1,50
ENSDARG00000095555,si:ch211-163g19.2,,,,,
ENSDARG00000022918,TBCC,TBCC,ENSG00000124659,ortholog_one2one,1,25
ENSDARG00000094135,si:ch211-51n3.1,,,,,
ENSDARG00000068602,dalrd3,DALRD3,ENSG00000178149,ortholog_one2one,0,25
ENSDARG00000002912,ADIPOR1,ADIPOR1,ENSG00000159346,ortholog_one2many,1,50
ENSDARG00000103395,si:ch73-281i18.7,,,,,
ENSDARG00000079377,ARHGEF38,ARHGEF38,ENSG00000236699,ortholog_one2one,1,75
ENSDARG00000016345,NCOA5,NCOA5,ENSG00000124160,ortholog_one2one,1,0
ENSDARG00000091317,hunk,,,,,
ENSDARG00000096726,hspa12a.2,,,,,
ENSDARG00000070847,trim35-20,,,,,
ENSDARG00000096678,,,,,,
ENSDARG00000004034,arhgdig,ARHGDIG,ENSG00000242173,ortholog_one2one,0,0
ENSDARG00000000474,TNNI1,TNNI1,ENSG00000159173,ortholog_one2many,1,100
ENSDARG00000054597,CNOT6L,CNOT6L,ENSG00000138767,ortholog_one2one,1,50
ENSDARG00000097891,si:ch73-4e5.1,,,,,
ENSDARG00000058695,DDR2,DDR2,ENSG00000162733,ortholog_one2many,1,0
ENSDARG00000099189,abhd5a,,,,,
ENSDARG00000012467,spint1b,SPINT4,ENSG00000149651,ortholog_many2many,0,0
ENSDARG00000012467,spint1b,SPINT1,ENSG00000166145,ortholog_many2many,0,0
ENSDARG00000012467,spint1b,EPPIN,ENSG00000101448,ortholog_many2many,0,0
ENSDARG00000012467,spint1b,WFDC8,ENSG00000158901,ortholog_many2many,0,0
ENSDARG00000012467,spint1b,WFDC6,ENSG00000243543,ortholog_many2many,0,0
ENSDARG00000012467,spint1b,LRP11,ENSG00000120256,ortholog_many2many,0,0
ENSDARG00000073950,cd4-2.2,,,,,
ENSDARG00000067566,sftpbb,SFTPB,ENSG00000168878,ortholog_many2many,0,25
ENSDARG00000067566,sftpbb,PSAPL1,ENSG00000178597,ortholog_many2many,0,0
ENSDARG00000058696,tbl1xr1a,,,,,
ENSDARG00000007383,KCNK6,KCNK6,ENSG00000099337,ortholog_one2one,1,0
ENSDARG00000095291,si:ch1073-404f17.2,,,,,
ENSDARG00000063036,PSD2,PSD2,ENSG00000146005,ortholog_one2one,1,50
ENSDARG00000093079,PROC,PROC,ENSG00000115718,ortholog_one2many,1,0
ENSDARG00000019004,SMARCD1,SMARCD1,ENSG00000066117,ortholog_one2one,1,25
ENSDARG00000073704,si:dkeyp-72g9.4,DEPP1,ENSG00000165507,ortholog_one2many,0,0
ENSDARG00000057887,NTS,NTS,ENSG00000133636,ortholog_one2one,1,75
ENSDARG00000045378,PI15,PI15,ENSG00000137558,ortholog_one2many,1,50
ENSDARG00000099469,si:dkey-13m3.1,,,,,
ENSDARG00000043757,PTBP3,PTBP3,ENSG00000119314,ortholog_one2one,1,75
ENSDARG00000097342,linc.5888,,,,,
ENSDARG00000017537,prkag3a,PRKAG3,ENSG00000115592,ortholog_one2many,0,0
ENSDARG00000094146,pimr134,,,,,
ENSDARG00000012942,ITGB5,ITGB5,ENSG00000082781,ortholog_one2one,1,0
ENSDARG00000068934,CYP1B1,CYP1B1,ENSG00000138061,ortholog_one2one,1,50
ENSDARG00000104129,si:dkey-23n7.10,,,,,
ENSDARG00000074156,sgca,SGCA,ENSG00000108823,ortholog_one2one,0,25
ENSDARG00000052019,si:ch73-109d9.1,,,,,
ENSDARG00000101668,traj1,,,,,
ENSDARG00000058587,terb1,TERB1,ENSG00000249961,ortholog_one2one,0,0
ENSDARG00000017860,rgs5b,,,,,
ENSDARG00000075996,znfl1b,,,,,
ENSDARG00000067507,KCTD8,KCTD8,ENSG00000183783,ortholog_one2one,1,0
ENSDARG00000070644,TTPAL,TTPAL,ENSG00000124120,ortholog_one2one,1,100
ENSDARG00000037935,aldh16a1,ALDH16A1,ENSG00000161618,ortholog_one2one,0,25
ENSDARG00000103815,si:dkey-166k12.6,,,,,
ENSDARG00000093180,si:ch211-126g16.8,,,,,
ENSDARG00000043664,BDKRB2,BDKRB2,ENSG00000168398,ortholog_one2one,1,25
ENSDARG00000101047,RTCB,RTCB,ENSG00000100220,ortholog_one2one,1,25
ENSDARG00000005754,PTPRF,PTPRF,ENSG00000142949,ortholog_one2many,1,25
ENSDARG00000103165,si:ch211-147g21.5,,,,,
ENSDARG00000101217,fam78aa,,,,,
ENSDARG00000062142,STOML1,STOML1,ENSG00000067221,ortholog_one2one,1,0
ENSDARG00000088402,rubcnl,RUBCNL,ENSG00000102445,ortholog_one2one,0,50
ENSDARG00000052361,il15,IL15,ENSG00000164136,ortholog_one2many,0,75
ENSDARG00000004580,NMNAT2,NMNAT2,ENSG00000157064,ortholog_one2one,1,75
ENSDARG00000078558,si:dkey-22i16.10,,,,,
ENSDARG00000087469,F2R,F2R,ENSG00000181104,ortholog_one2many,1,50
ENSDARG00000038066,KPNA2,KPNA2,ENSG00000182481,ortholog_one2one,1,25
ENSDARG00000001933,prkag2b,,,,,
ENSDARG00000055713,FMNL1,FMNL1,ENSG00000184922,ortholog_one2many,1,0
ENSDARG00000040352,CROT,CROT,ENSG00000005469,ortholog_one2one,1,25
ENSDARG00000040705,GLS,GLS,ENSG00000115419,ortholog_one2many,1,100
ENSDARG00000095863,afp4,,,,,
ENSDARG00000040985,ITGBL1,ITGBL1,ENSG00000198542,ortholog_one2one,1,75
ENSDARG00000020610,TNNT2,TNNT2,ENSG00000118194,ortholog_one2many,1,50
ENSDARG00000093781,lrriq1,,,,,
ENSDARG00000035471,si:dkey-220k22.1,,,,,
ENSDARG00000116254,pimr104,,,,,
ENSDARG00000074166,BIRC6,BIRC6,ENSG00000115760,ortholog_one2one,1,50
ENSDARG00000091633,si:dkey-177p2.18,,,,,
ENSDARG00000096359,eppk1,,,,,
ENSDARG00000002333,EEIG2,EEIG2,ENSG00000162636,ortholog_one2many,1,25
ENSDARG00000070626,CACNG8,CACNG8,ENSG00000142408,ortholog_one2many,1,50
ENSDARG00000071143,si:dkey-208m12.2,BTN2A1,ENSG00000112763,ortholog_many2many,0,0
ENSDARG00000052701,smpd2b,SMPD2,ENSG00000135587,ortholog_one2many,0,0
ENSDARG00000058127,hcfc2,KLHDC9,ENSG00000162755,ortholog_many2many,0,0
ENSDARG00000100823,SELENOK,SELENOK,ENSG00000113811,ortholog_one2one,1,100
ENSDARG00000055855,kcnc3a,,,,,
ENSDARG00000105665,tmem100b,,,,,
ENSDARG00000043697,nefmb,,,,,
ENSDARG00000077609,ELFN2,ELFN2,ENSG00000166897,ortholog_one2many,1,25
ENSDARG00000054331,ccn4a,CCN4,ENSG00000104415,ortholog_one2many,0,25
ENSDARG00000038793,CCDC24,CCDC24,ENSG00000159214,ortholog_one2one,1,75
ENSDARG00000063677,CCNY,CCNY,ENSG00000108100,ortholog_one2one,1,50
ENSDARG00000076748,ntn2,NTN3,ENSG00000162068,ortholog_one2one,0,0
ENSDARG00000001559,csmd2,CR2,ENSG00000117322,ortholog_one2one,0,0
ENSDARG00000044059,lft2,LEFTY1,ENSG00000243709,ortholog_many2many,1,0
ENSDARG00000044059,lft2,LEFTY2,ENSG00000143768,ortholog_many2many,1,0
ENSDARG00000008200,UGP2,UGP2,ENSG00000169764,ortholog_one2many,1,75
ENSDARG00000024189,pnocb,PNOC,ENSG00000168081,ortholog_one2many,0,25
ENSDARG00000103498,epd,EPDR1,ENSG00000086289,ortholog_one2many,0,0
ENSDARG00000059459,C5H2orf68,C2orf68,ENSG00000168887,ortholog_one2one,1,50
ENSDARG00000042000,si:ch211-63o20.7,,,,,
ENSDARG00000010601,MTMR10,MTMR10,ENSG00000166912,ortholog_one2one,1,0
ENSDARG00000078474,MYO15A,MYO15A,ENSG00000091536,ortholog_one2many,1,25
ENSDARG00000057863,dnmt3bb.3,DNMT3L,ENSG00000142182,ortholog_many2many,0,0
ENSDARG00000095894,si:ch211-57k11.11,,,,,
ENSDARG00000013110,DMTN,DMTN,ENSG00000158856,ortholog_one2one,1,25
ENSDARG00000097001,lnc.290,,,,,
ENSDARG00000098228,thrap3b,THRAP3,ENSG00000054118,ortholog_one2many,0,25
ENSDARG00000059196,si:ch73-177h5.4,,,,,
ENSDARG00000038967,CUL3,CUL3,ENSG00000036257,ortholog_one2many,1,0
ENSDARG00000009372,DIRAS1,DIRAS1,ENSG00000176490,ortholog_one2many,1,50
ENSDARG00000021811,calm1a,CALML3,ENSG00000178363,ortholog_many2many,0,0
ENSDARG00000021811,calm1a,CALM3,ENSG00000160014,ortholog_many2many,0,0
ENSDARG00000036064,CNEP1R1,CNEP1R1,ENSG00000205423,ortholog_one2one,1,0
ENSDARG00000077040,RIN2,RIN2,ENSG00000132669,ortholog_one2many,1,0
ENSDARG00000098934,rrp7a,RRP7A,ENSG00000189306,ortholog_one2one,0,25
ENSDARG00000095851,si:ch211-151e11.1,,,,,
ENSDARG00000110915,pimr101,,,,,
ENSDARG00000005772,tsr2,TSR2,ENSG00000158526,ortholog_one2one,0,0
ENSDARG00000103226,DHCR7,DHCR7,ENSG00000172893,ortholog_one2one,1,25
ENSDARG00000021590,MAGI2,MAGI2,ENSG00000187391,ortholog_one2many,1,0
ENSDARG00000101190,cyp2k8,,,,,
ENSDARG00000033950,lamb2l,,,,,
ENSDARG00000097644,,,,,,
ENSDARG00000005271,ZC3H12A,ZC3H12A,ENSG00000163874,ortholog_one2many,1,50
ENSDARG00000094370,si:ch211-125e6.13,REG1B,ENSG00000172023,ortholog_many2many,0,0
ENSDARG00000094370,si:ch211-125e6.13,REG1A,ENSG00000115386,ortholog_many2many,0,0
ENSDARG00000094370,si:ch211-125e6.13,REG3A,ENSG00000172016,ortholog_many2many,0,0
ENSDARG00000094370,si:ch211-125e6.13,REG3G,ENSG00000143954,ortholog_many2many,0,0
ENSDARG00000070755,ccr11.1,CX3CR1,ENSG00000168329,ortholog_one2many,0,0
ENSDARG00000021369,MC3R,MC3R,ENSG00000124089,ortholog_one2one,1,0
ENSDARG00000100590,si:dkey-8o9.1p,,,,,
ENSDARG00000009748,DFFB,DFFB,ENSG00000169598,ortholog_one2one,1,50
ENSDARG00000096546,NRP2,NRP2,ENSG00000118257,ortholog_one2many,1,25
ENSDARG00000044264,pimr71,,,,,
ENSDARG00000002194,RHCE,RHCE,ENSG00000188672,ortholog_one2many,1,50
ENSDARG00000002194,RHCE,RHD,ENSG00000187010,ortholog_one2many,0,25
ENSDARG00000101222,LSM10,LSM10,ENSG00000181817,ortholog_one2many,1,50
ENSDARG00000069199,zgc:172120,,,,,
ENSDARG00000057869,cdc42l2,,,,,
ENSDARG00000103024,zgc:175136,,,,,
ENSDARG00000016811,INTS3,INTS3,ENSG00000143624,ortholog_one2one,1,0
ENSDARG00000006370,ATP6V1H,ATP6V1H,ENSG00000047249,ortholog_one2one,1,75
ENSDARG00000089885,SLC16A12,SLC16A12,ENSG00000152779,ortholog_one2many,1,50
ENSDARG00000068221,hbl1,MBL2,ENSG00000165471,ortholog_one2many,0,0
ENSDARG00000075853,sh3kbp1,SH3KBP1,ENSG00000147010,ortholog_one2one,0,25
ENSDARG00000092299,si:ch211-207l22.2,,,,,
ENSDARG00000093546,si:ch73-56d11.5,MS4A5,ENSG00000166930,ortholog_many2many,0,0
ENSDARG00000093546,si:ch73-56d11.5,MS4A15,ENSG00000166961,ortholog_many2many,0,0
ENSDARG00000093546,si:ch73-56d11.5,MS4A2,ENSG00000149534,ortholog_many2many,0,0
ENSDARG00000093546,si:ch73-56d11.5,MS4A6A,ENSG00000110077,ortholog_many2many,0,0
ENSDARG00000093546,si:ch73-56d11.5,MS4A6E,ENSG00000166926,ortholog_many2many,0,0
ENSDARG00000093546,si:ch73-56d11.5,MS4A1,ENSG00000156738,ortholog_many2many,0,0
ENSDARG00000093546,si:ch73-56d11.5,MS4A13,ENSG00000204979,ortholog_many2many,0,0
ENSDARG00000093546,si:ch73-56d11.5,MS4A14,ENSG00000166928,ortholog_many2many,0,0
ENSDARG00000093546,si:ch73-56d11.5,MS4A10,ENSG00000172689,ortholog_many2many,0,0
ENSDARG00000093546,si:ch73-56d11.5,MS4A18,ENSG00000214782,ortholog_many2many,0,0
ENSDARG00000093546,si:ch73-56d11.5,MS4A7,ENSG00000166927,ortholog_many2many,0,0
ENSDARG00000075560,KMT2C,KMT2C,ENSG00000055609,ortholog_one2many,1,0
ENSDARG00000098744,lnc.192,,,,,
ENSDARG00000094958,si:ch211-222e20.5,,,,,
ENSDARG00000092463,rhbdd2,RHBDD2,ENSG00000005486,ortholog_many2many,0,25
ENSDARG00000035741,SLC25A11,SLC25A11,ENSG00000108528,ortholog_one2one,1,0
ENSDARG00000076530,jac6,,,,,
ENSDARG00000070787,JUP,JUP,ENSG00000173801,ortholog_one2many,1,0
ENSDARG00000007024,uox,,,,,
ENSDARG00000094709,ARL5B,ARL5B,ENSG00000165997,ortholog_one2one,1,25
ENSDARG00000069765,syngap1b,SYNGAP1,ENSG00000197283,ortholog_one2many,0,0
ENSDARG00000058503,flt3,,,,,
ENSDARG00000062521,ATP9B,ATP9B,ENSG00000166377,ortholog_one2one,1,75
ENSDARG00000020656,prkg1a,,,,,
ENSDARG00000074815,MXRA5,MXRA5,ENSG00000101825,ortholog_one2many,1,50
ENSDARG00000067824,cntnap3,CNTNAP3,ENSG00000106714,ortholog_one2many,0,0
ENSDARG00000067824,cntnap3,CNTNAP3B,ENSG00000154529,ortholog_one2many,0,0
ENSDARG00000067824,cntnap3,CNTNAP3C,ENSG00000283378,ortholog_one2many,0,0
ENSDARG00000068894,nrip1b,NRIP1,ENSG00000180530,ortholog_one2many,0,0
ENSDARG00000090106,SLC17A7,SLC17A7,ENSG00000104888,ortholog_one2many,1,0
ENSDARG00000088639,cdca9,,,,,
ENSDARG00000069515,bbs10,BBS10,ENSG00000179941,ortholog_one2one,0,0
ENSDARG00000022718,casp8ap2,CASP8AP2,ENSG00000118412,ortholog_one2one,0,50
ENSDARG00000105292,si:ch73-112j3.1,,,,,
ENSDARG00000033144,PSME2,PSME2,ENSG00000100911,ortholog_one2one,1,0
ENSDARG00000070513,BRPF3,BRPF3,ENSG00000096070,ortholog_one2many,1,0
ENSDARG00000021021,trim35-28,,,,,
ENSDARG00000077877,znfl1h,,,,,
ENSDARG00000062995,si:dkey-14o18.2,,,,,
ENSDARG00000014053,OLFM1,OLFM1,ENSG00000130558,ortholog_one2many,1,50
ENSDARG00000077560,GRIN2C,GRIN2C,ENSG00000161509,ortholog_one2many,1,25
ENSDARG00000086699,smim15,,,,,
ENSDARG00000099448,sh3d21,SH3D21,ENSG00000214193,ortholog_one2one,0,75
ENSDARG00000086034,NECTIN1,NECTIN1,ENSG00000110400,ortholog_one2many,1,0
ENSDARG00000043554,MRPL40,MRPL40,ENSG00000185608,ortholog_one2one,1,25
ENSDARG00000103494,USP43,USP43,ENSG00000154914,ortholog_one2many,1,50
ENSDARG00000099174,si:dkey-8o9.3p,,,,,
ENSDARG00000104472,si:ch211-39i2.2,,,,,
ENSDARG00000061191,PLEKHO1,PLEKHO1,ENSG00000023902,ortholog_one2many,1,25
ENSDARG00000025693,TMEM9B,TMEM9B,ENSG00000175348,ortholog_one2one,1,25
ENSDARG00000090676,tenm2b,TENM2,ENSG00000145934,ortholog_one2many,0,0
ENSDARG00000068261,pros1,PROS1,ENSG00000184500,ortholog_one2one,0,0
ENSDARG00000017294,GNAI2,GNAI2,ENSG00000114353,ortholog_one2many,1,25
ENSDARG00000012353,VIPR2,VIPR2,ENSG00000106018,ortholog_one2one,1,0
ENSDARG00000007825,MAP2K1,MAP2K1,ENSG00000169032,ortholog_one2one,1,50
ENSDARG00000095636,cycsa,,,,,
ENSDARG00000012586,FMNL2,FMNL2,ENSG00000157827,ortholog_one2one,1,50
ENSDARG00000043643,EHBP1,EHBP1,ENSG00000115504,ortholog_one2one,1,75
ENSDARG00000034309,COX10,COX10,ENSG00000006695,ortholog_one2one,1,50
ENSDARG00000002285,MCOLN1,MCOLN1,ENSG00000090674,ortholog_one2many,1,0
ENSDARG00000103358,si:ch73-187p21.1,,,,,
ENSDARG00000015921,PWP1,PWP1,ENSG00000136045,ortholog_one2one,1,0
ENSDARG00000091624,ugt2a7,UGT1A5,ENSG00000288705,ortholog_many2many,0,0
ENSDARG00000091624,ugt2a7,UGT1A4,ENSG00000244474,ortholog_many2many,0,0
